,position,points,driver_id,dateOfBirth,nationality,year
1870,1,385,rosberg,1985-06-27,German,2016
1871,2,380,hamilton,1985-01-07,British,2016
1872,3,256,ricciardo,1989-07-01,Australian,2016
1873,4,212,vettel,1987-07-03,German,2016
1874,5,204,max_verstappen,1997-09-30,Dutch,2016
1875,6,186,raikkonen,1979-10-17,Finnish,2016
1876,7,101,perez,1990-01-26,Mexican,2016
1877,8,85,bottas,1989-08-28,Finnish,2016
1878,9,72,hulkenberg,1987-08-19,German,2016
1879,10,54,alonso,1981-07-29,Spanish,2016
1880,11,53,massa,1981-04-25,Brazilian,2016
1881,12,46,sainz,1994-09-01,Spanish,2016
1882,13,29,grosjean,1986-04-17,French,2016
1883,14,25,kvyat,1994-04-26,Russian,2016
1884,15,21,button,1980-01-19,British,2016
1885,16,7,kevin_magnussen,1992-10-05,Danish,2016
1886,17,2,nasr,1992-08-21,Brazilian,2016
1887,18,1,jolyon_palmer,1991-01-20,British,2016
1888,19,1,wehrlein,1994-10-18,German,2016
1889,20,1,vandoorne,1992-03-26,Belgian,2016
1890,21,0,gutierrez,1991-08-05,Mexican,2016
1891,22,0,ericsson,1990-09-02,Swedish,2016
1892,23,0,ocon,1996-09-17,French,2016
1893,24,0,haryanto,1993-01-22,Indonesian,2016
1894,1,363,hamilton,1985-01-07,British,2017
1895,2,317,vettel,1987-07-03,German,2017
1896,3,305,bottas,1989-08-28,Finnish,2017
1897,4,205,raikkonen,1979-10-17,Finnish,2017
1898,5,200,ricciardo,1989-07-01,Australian,2017
1899,6,168,max_verstappen,1997-09-30,Dutch,2017
1900,7,100,perez,1990-01-26,Mexican,2017
1901,8,87,ocon,1996-09-17,French,2017
1902,9,54,sainz,1994-09-01,Spanish,2017
1903,10,43,hulkenberg,1987-08-19,German,2017
1904,11,43,massa,1981-04-25,Brazilian,2017
1905,12,40,stroll,1998-10-29,Canadian,2017
1906,13,28,grosjean,1986-04-17,French,2017
1907,14,19,kevin_magnussen,1992-10-05,Danish,2017
1908,15,17,alonso,1981-07-29,Spanish,2017
1909,16,13,vandoorne,1992-03-26,Belgian,2017
1910,17,8,jolyon_palmer,1991-01-20,British,2017
1911,18,5,wehrlein,1994-10-18,German,2017
1912,19,5,kvyat,1994-04-26,Russian,2017
1913,20,0,ericsson,1990-09-02,Swedish,2017
1914,21,0,gasly,1996-02-07,French,2017
1915,22,0,giovinazzi,1993-12-14,Italian,2017
1916,23,0,brendon_hartley,1989-11-10,New Zealander,2017
1917,24,0,button,1980-01-19,British,2017
1918,25,0,resta,1986-04-16,British,2017
1919,1,408,hamilton,1985-01-07,British,2018
1920,2,320,vettel,1987-07-03,German,2018
1921,3,251,raikkonen,1979-10-17,Finnish,2018
1922,4,249,max_verstappen,1997-09-30,Dutch,2018
1923,5,247,bottas,1989-08-28,Finnish,2018
1924,6,170,ricciardo,1989-07-01,Australian,2018
1925,7,69,hulkenberg,1987-08-19,German,2018
1926,8,62,perez,1990-01-26,Mexican,2018
1927,9,56,kevin_magnussen,1992-10-05,Danish,2018
1928,10,53,sainz,1994-09-01,Spanish,2018
1929,11,50,alonso,1981-07-29,Spanish,2018
1930,12,49,ocon,1996-09-17,French,2018
1931,13,39,leclerc,1997-10-16,Monegasque,2018
1932,14,37,grosjean,1986-04-17,French,2018
1933,15,29,gasly,1996-02-07,French,2018
1934,16,12,vandoorne,1992-03-26,Belgian,2018
1935,17,9,ericsson,1990-09-02,Swedish,2018
1936,18,6,stroll,1998-10-29,Canadian,2018
1937,19,4,brendon_hartley,1989-11-10,New Zealander,2018
1938,20,1,sirotkin,1995-08-27,Russian,2018
1939,1,413,hamilton,1985-01-07,British,2019
1940,2,326,bottas,1989-08-28,Finnish,2019
1941,3,278,max_verstappen,1997-09-30,Dutch,2019
1942,4,264,leclerc,1997-10-16,Monegasque,2019
1943,5,240,vettel,1987-07-03,German,2019
1944,6,96,sainz,1994-09-01,Spanish,2019
1945,7,95,gasly,1996-02-07,French,2019
1946,8,92,albon,1996-03-23,Thai,2019
1947,9,54,ricciardo,1989-07-01,Australian,2019
1948,10,52,perez,1990-01-26,Mexican,2019
1949,11,49,norris,1999-11-13,British,2019
1950,12,43,raikkonen,1979-10-17,Finnish,2019
1951,13,37,kvyat,1994-04-26,Russian,2019
1952,14,37,hulkenberg,1987-08-19,German,2019
1953,15,21,stroll,1998-10-29,Canadian,2019
1954,16,20,kevin_magnussen,1992-10-05,Danish,2019
1955,17,14,giovinazzi,1993-12-14,Italian,2019
1956,18,8,grosjean,1986-04-17,French,2019
1957,19,1,kubica,1984-12-07,Polish,2019
1958,20,0,russell,1998-02-15,British,2019
1959,1,347,hamilton,1985-01-07,British,2020
1960,2,223,bottas,1989-08-28,Finnish,2020
1961,3,214,max_verstappen,1997-09-30,Dutch,2020
1962,4,125,perez,1990-01-26,Mexican,2020
1963,5,119,ricciardo,1989-07-01,Australian,2020
1964,6,105,sainz,1994-09-01,Spanish,2020
1965,7,105,albon,1996-03-23,Thai,2020
1966,8,98,leclerc,1997-10-16,Monegasque,2020
1967,9,97,norris,1999-11-13,British,2020
1968,10,75,gasly,1996-02-07,French,2020
1969,11,75,stroll,1998-10-29,Canadian,2020
1970,12,62,ocon,1996-09-17,French,2020
1971,13,33,vettel,1987-07-03,German,2020
1972,14,32,kvyat,1994-04-26,Russian,2020
1973,15,10,hulkenberg,1987-08-19,German,2020
1974,16,4,raikkonen,1979-10-17,Finnish,2020
1975,17,4,giovinazzi,1993-12-14,Italian,2020
1976,18,3,russell,1998-02-15,British,2020
1977,19,2,grosjean,1986-04-17,French,2020
1978,20,1,kevin_magnussen,1992-10-05,Danish,2020
1979,21,0,latifi,1995-06-29,Canadian,2020
1980,22,0,aitken,1995-09-23,British,2020
1981,23,0,pietro_fittipaldi,1996-06-25,Brazilian,2020
1982,1,395.5,max_verstappen,1997-09-30,Dutch,2021
1983,2,387.5,hamilton,1985-01-07,British,2021
1984,3,226,bottas,1989-08-28,Finnish,2021
1985,4,190,perez,1990-01-26,Mexican,2021
1986,5,164.5,sainz,1994-09-01,Spanish,2021
1987,6,160,norris,1999-11-13,British,2021
1988,7,159,leclerc,1997-10-16,Monegasque,2021
1989,8,115,ricciardo,1989-07-01,Australian,2021
1990,9,110,gasly,1996-02-07,French,2021
1991,10,81,alonso,1981-07-29,Spanish,2021
1992,11,74,ocon,1996-09-17,French,2021
1993,12,43,vettel,1987-07-03,German,2021
1994,13,34,stroll,1998-10-29,Canadian,2021
1995,14,32,tsunoda,2000-05-11,Japanese,2021
1996,15,16,russell,1998-02-15,British,2021
1997,16,10,raikkonen,1979-10-17,Finnish,2021
1998,17,7,latifi,1995-06-29,Canadian,2021
1999,18,3,giovinazzi,1993-12-14,Italian,2021
2000,19,0,mick_schumacher,1999-03-22,German,2021
2001,20,0,kubica,1984-12-07,Polish,2021
2002,21,0,mazepin,1999-03-02,Russian,2021
2003,1,454,max_verstappen,1997-09-30,Dutch,2022
2004,2,308,leclerc,1997-10-16,Monegasque,2022
2005,3,305,perez,1990-01-26,Mexican,2022
2006,4,275,russell,1998-02-15,British,2022
2007,5,246,sainz,1994-09-01,Spanish,2022
2008,6,240,hamilton,1985-01-07,British,2022
2009,7,122,norris,1999-11-13,British,2022
2010,8,92,ocon,1996-09-17,French,2022
2011,9,81,alonso,1981-07-29,Spanish,2022
2012,10,49,bottas,1989-08-28,Finnish,2022
2013,11,37,ricciardo,1989-07-01,Australian,2022
2014,12,37,vettel,1987-07-03,German,2022
2015,13,25,kevin_magnussen,1992-10-05,Danish,2022
2016,14,23,gasly,1996-02-07,French,2022
2017,15,18,stroll,1998-10-29,Canadian,2022
2018,16,12,mick_schumacher,1999-03-22,German,2022
2019,17,12,tsunoda,2000-05-11,Japanese,2022
2020,18,6,zhou,1999-05-30,Chinese,2022
2021,19,4,albon,1996-03-23,Thai,2022
2022,20,2,latifi,1995-06-29,Canadian,2022
2023,21,2,de_vries,1995-02-06,Dutch,2022
2024,22,0,hulkenberg,1987-08-19,German,2022
2025,1,575,max_verstappen,1997-09-30,Dutch,2023
2026,2,285,perez,1990-01-26,Mexican,2023
2027,3,234,hamilton,1985-01-07,British,2023
2028,4,206,alonso,1981-07-29,Spanish,2023
2029,5,206,leclerc,1997-10-16,Monegasque,2023
2030,6,205,norris,1999-11-13,British,2023
2031,7,200,sainz,1994-09-01,Spanish,2023
2032,8,175,russell,1998-02-15,British,2023
2033,9,97,piastri,2001-04-06,Australian,2023
2034,10,74,stroll,1998-10-29,Canadian,2023
2035,11,62,gasly,1996-02-07,French,2023
2036,12,58,ocon,1996-09-17,French,2023
2037,13,27,albon,1996-03-23,Thai,2023
2038,14,17,tsunoda,2000-05-11,Japanese,2023
2039,15,10,bottas,1989-08-28,Finnish,2023
2040,16,9,hulkenberg,1987-08-19,German,2023
2041,17,6,ricciardo,1989-07-01,Australian,2023
2042,18,6,zhou,1999-05-30,Chinese,2023
2043,19,3,kevin_magnussen,1992-10-05,Danish,2023
2044,20,2,lawson,2002-02-11,New Zealander,2023
2045,21,1,sargeant,2000-12-31,American,2023
2046,22,0,de_vries,1995-02-06,Dutch,2023
2047,1,437,max_verstappen,1997-09-30,Dutch,2024
2048,2,374,norris,1999-11-13,British,2024
2049,3,356,leclerc,1997-10-16,Monegasque,2024
2050,4,292,piastri,2001-04-06,Australian,2024
2051,5,290,sainz,1994-09-01,Spanish,2024
2052,6,245,russell,1998-02-15,British,2024
2053,7,223,hamilton,1985-01-07,British,2024
2054,8,152,perez,1990-01-26,Mexican,2024
2055,9,70,alonso,1981-07-29,Spanish,2024
2056,10,42,gasly,1996-02-07,French,2024
2057,11,41,hulkenberg,1987-08-19,German,2024
2058,12,30,tsunoda,2000-05-11,Japanese,2024
2059,13,24,stroll,1998-10-29,Canadian,2024
2060,14,23,ocon,1996-09-17,French,2024
2061,15,16,kevin_magnussen,1992-10-05,Danish,2024
2062,16,12,albon,1996-03-23,Thai,2024
2063,17,12,ricciardo,1989-07-01,Australian,2024
2064,18,7,bearman,2005-05-08,British,2024
2065,19,5,colapinto,2003-05-27,Argentinian ,2024
2066,20,4,zhou,1999-05-30,Chinese,2024
2067,21,4,lawson,2002-02-11,New Zealander,2024
2068,22,0,bottas,1989-08-28,Finnish,2024
2069,23,0,sargeant,2000-12-31,American,2024
2070,24,0,doohan,2003-01-20,Australian,2024
